"ObservationDate","Province.State","Country.Region","Confirmed","Deaths","Recovered"
2020-02-15,"","Cambodia",1,0,1
2020-02-15,"","Egypt",1,0,0
2020-02-15,"","Finland",1,0,1
2020-02-15,"","France",12,1,4
2020-02-15,"","Germany",16,0,1
2020-02-15,"","India",3,0,0
2020-02-15,"","Italy",3,0,0
2020-02-15,"","Japan",43,1,12
2020-02-15,"","Korea, South",28,0,9
2020-02-15,"","Malaysia",22,0,7
2020-02-15,"","Nepal",1,0,1
2020-02-15,"","Philippines",3,1,1
2020-02-15,"","Russia",2,0,2
2020-02-15,"","Singapore",72,0,18
2020-02-15,"","Spain",2,0,2
2020-02-15,"","Sri Lanka",1,0,1
2020-02-15,"","Sweden",1,0,0
2020-02-15,"","Thailand",33,0,12
2020-02-15,"","United Arab Emirates",8,0,3
2020-02-15,"","United Kingdom",9,0,1
2020-02-15,"","Vietnam",16,0,7
2020-02-15,"Anhui","China",950,6,221
2020-02-15,"Beijing","China",375,4,98
2020-02-15,"Boston, MA","US",1,0,0
2020-02-15,"British Columbia","Canada",4,0,0
2020-02-15,"Chicago, IL","US",2,0,2
2020-02-15,"Chongqing","China",544,5,184
2020-02-15,"Diamond Princess cruise ship","Others",285,0,0
2020-02-15,"Fujian","China",285,0,71
2020-02-15,"Gansu","China",90,2,49
2020-02-15,"Guangdong","China",1294,2,410
2020-02-15,"Guangxi","China",235,2,44
2020-02-15,"Guizhou","China",143,1,41
2020-02-15,"Hainan","China",162,4,39
2020-02-15,"Hebei","China",291,3,101
2020-02-15,"Heilongjiang","China",425,11,68
2020-02-15,"Henan","China",1212,13,391
2020-02-15,"Hong Kong","Hong Kong",56,1,1
2020-02-15,"Hubei","China",56249,1596,5623
2020-02-15,"Hunan","China",1001,2,425
2020-02-15,"Inner Mongolia","China",68,0,7
2020-02-15,"Jiangsu","China",604,0,186
2020-02-15,"Jiangxi","China",913,1,210
2020-02-15,"Jilin","China",88,1,26
2020-02-15,"Liaoning","China",119,1,31
2020-02-15,"London, ON","Canada",1,0,1
2020-02-15,"Los Angeles, CA","US",1,0,0
2020-02-15,"Macau","Macau",10,0,3
2020-02-15,"Madison, WI","US",1,0,0
2020-02-15,"New South Wales","Australia",4,0,4
2020-02-15,"Ningxia","China",70,0,33
2020-02-15,"Orange, CA","US",1,0,0
2020-02-15,"Qinghai","China",18,0,13
2020-02-15,"Queensland","Australia",5,0,0
2020-02-15,"San Antonio, TX","US",1,0,0
2020-02-15,"San Benito, CA","US",2,0,0
2020-02-15,"San Diego County, CA","US",2,0,0
2020-02-15,"Santa Clara, CA","US",2,0,0
2020-02-15,"Seattle, WA","US",1,0,1
2020-02-15,"Shaanxi","China",232,0,60
2020-02-15,"Shandong","China",532,2,156
2020-02-15,"Shanghai","China",326,1,124
2020-02-15,"Shanxi","China",128,0,46
2020-02-15,"Sichuan","China",470,1,119
2020-02-15,"South Australia","Australia",2,0,0
2020-02-15,"Taiwan","Taiwan",18,0,2
2020-02-15,"Tempe, AZ","US",1,0,0
2020-02-15,"Tianjin","China",122,3,37
2020-02-15,"Tibet","China",1,0,1
2020-02-15,"Toronto, ON","Canada",2,0,0
2020-02-15,"Victoria","Australia",4,0,4
2020-02-15,"Xinjiang","China",70,1,10
2020-02-15,"Yunnan","China",168,0,42
2020-02-15,"Zhejiang","China",1162,0,428
2020-02-16,"","Belgium",1,0,0
2020-02-16,"","Cambodia",1,0,1
2020-02-16,"","Egypt",1,0,0
2020-02-16,"","Finland",1,0,1
2020-02-16,"","France",12,1,4
2020-02-16,"","Germany",16,0,1
2020-02-16,"","India",3,0,3
2020-02-16,"","Italy",3,0,0
2020-02-16,"","Japan",59,1,12
2020-02-16,"","Korea, South",29,0,9
2020-02-16,"","Malaysia",22,0,7
2020-02-16,"","Nepal",1,0,1
2020-02-16,"","Philippines",3,1,1
2020-02-16,"","Russia",2,0,2
2020-02-16,"","Singapore",75,0,18
2020-02-16,"","Spain",2,0,2
2020-02-16,"","Sri Lanka",1,0,1
2020-02-16,"","Sweden",1,0,0
2020-02-16,"","Thailand",34,0,14
2020-02-16,"","United Arab Emirates",9,0,4
2020-02-16,"","United Kingdom",9,0,8
2020-02-16,"","Vietnam",16,0,7
2020-02-16,"Anhui","China",962,6,255
2020-02-16,"Beijing","China",380,4,108
2020-02-16,"Boston, MA","US",1,0,0
2020-02-16,"British Columbia","Canada",4,0,0
2020-02-16,"Chicago, IL","US",2,0,2
2020-02-16,"Chongqing","China",551,5,207
2020-02-16,"Diamond Princess cruise ship","Others",355,0,0
2020-02-16,"Fujian","China",287,0,82
2020-02-16,"Gansu","China",90,2,54
2020-02-16,"Guangdong","China",1316,2,465
2020-02-16,"Guangxi","China",237,2,49
2020-02-16,"Guizhou","China",144,1,46
2020-02-16,"Hainan","China",162,4,52
2020-02-16,"Hebei","China",300,3,105
2020-02-16,"Heilongjiang","China",445,11,79
2020-02-16,"Henan","China",1231,13,440
2020-02-16,"Hong Kong","Hong Kong",57,1,2
2020-02-16,"Hubei","China",58182,1696,6639
2020-02-16,"Hunan","China",1004,3,464
2020-02-16,"Inner Mongolia","China",70,0,8
2020-02-16,"Jiangsu","China",617,0,218
2020-02-16,"Jiangxi","China",925,1,240
2020-02-16,"Jilin","China",89,1,30
2020-02-16,"Liaoning","China",121,1,40
2020-02-16,"London, ON","Canada",1,0,1
2020-02-16,"Los Angeles, CA","US",1,0,0
2020-02-16,"Macau","Macau",10,0,5
2020-02-16,"Madison, WI","US",1,0,0
2020-02-16,"New South Wales","Australia",4,0,4
2020-02-16,"Ningxia","China",70,0,33
2020-02-16,"Orange, CA","US",1,0,0
2020-02-16,"Qinghai","China",18,0,13
2020-02-16,"Queensland","Australia",5,0,0
2020-02-16,"San Antonio, TX","US",1,0,0
2020-02-16,"San Benito, CA","US",2,0,0
2020-02-16,"San Diego County, CA","US",2,0,0
2020-02-16,"Santa Clara, CA","US",2,0,0
2020-02-16,"Seattle, WA","US",1,0,1
2020-02-16,"Shaanxi","China",236,0,71
2020-02-16,"Shandong","China",537,2,173
2020-02-16,"Shanghai","China",328,1,140
2020-02-16,"Shanxi","China",129,0,50
2020-02-16,"Sichuan","China",481,3,131
2020-02-16,"South Australia","Australia",2,0,0
2020-02-16,"Taiwan","Taiwan",20,1,2
2020-02-16,"Tempe, AZ","US",1,0,0
2020-02-16,"Tianjin","China",124,3,45
2020-02-16,"Tibet","China",1,0,1
2020-02-16,"Toronto, ON","Canada",2,0,0
2020-02-16,"Victoria","Australia",4,0,4
2020-02-16,"Xinjiang","China",71,1,12
2020-02-16,"Yunnan","China",171,0,42
2020-02-16,"Zhejiang","China",1167,0,456
2020-02-17,"","Belgium",1,0,1
2020-02-17,"","Cambodia",1,0,1
2020-02-17,"","Egypt",1,0,0
2020-02-17,"","Finland",1,0,1
2020-02-17,"","France",12,1,4
2020-02-17,"","Germany",16,0,1
2020-02-17,"","India",3,0,3
2020-02-17,"","Italy",3,0,0
2020-02-17,"","Japan",66,1,12
2020-02-17,"","Korea, South",30,0,10
2020-02-17,"","Malaysia",22,0,7
2020-02-17,"","Nepal",1,0,1
2020-02-17,"","Philippines",3,1,1
2020-02-17,"","Russia",2,0,2
2020-02-17,"","Singapore",77,0,24
2020-02-17,"","Spain",2,0,2
2020-02-17,"","Sri Lanka",1,0,1
2020-02-17,"","Sweden",1,0,0
2020-02-17,"","Thailand",35,0,15
2020-02-17,"","United Arab Emirates",9,0,4
2020-02-17,"","United Kingdom",9,0,8
2020-02-17,"","Vietnam",16,0,7
2020-02-17,"Anhui","China",973,6,280
2020-02-17,"Beijing","China",381,4,114
2020-02-17,"Boston, MA","US",1,0,0
2020-02-17,"British Columbia","Canada",5,0,0
2020-02-17,"Chicago, IL","US",2,0,2
2020-02-17,"Chongqing","China",553,5,225
2020-02-17,"Diamond Princess cruise ship","Others",454,0,0
2020-02-17,"Fujian","China",290,0,90
2020-02-17,"Gansu","China",91,2,58
2020-02-17,"Guangdong","China",1322,4,524
2020-02-17,"Guangxi","China",238,2,53
2020-02-17,"Guizhou","China",146,1,57
2020-02-17,"Hainan","China",163,4,59
2020-02-17,"Hebei","China",301,3,122
2020-02-17,"Heilongjiang","China",457,11,85
2020-02-17,"Henan","China",1246,16,509
2020-02-17,"Hong Kong","Hong Kong",60,1,2
2020-02-17,"Hubei","China",59989,1789,7862
2020-02-17,"Hunan","China",1006,3,498
2020-02-17,"Inner Mongolia","China",72,0,8
2020-02-17,"Jiangsu","China",626,0,258
2020-02-17,"Jiangxi","China",930,1,275
2020-02-17,"Jilin","China",89,1,34
2020-02-17,"Liaoning","China",121,1,43
2020-02-17,"London, ON","Canada",1,0,1
2020-02-17,"Los Angeles, CA","US",1,0,0
2020-02-17,"Macau","Macau",10,0,5
2020-02-17,"Madison, WI","US",1,0,0
2020-02-17,"New South Wales","Australia",4,0,4
2020-02-17,"Ningxia","China",70,0,35
2020-02-17,"Orange, CA","US",1,0,0
2020-02-17,"Qinghai","China",18,0,13
2020-02-17,"Queensland","Australia",5,0,0
2020-02-17,"San Antonio, TX","US",1,0,0
2020-02-17,"San Benito, CA","US",2,0,0
2020-02-17,"San Diego County, CA","US",2,0,0
2020-02-17,"Santa Clara, CA","US",2,0,0
2020-02-17,"Seattle, WA","US",1,0,1
2020-02-17,"Shaanxi","China",240,0,79
2020-02-17,"Shandong","China",541,2,191
2020-02-17,"Shanghai","China",333,1,161
2020-02-17,"Shanxi","China",130,0,53
2020-02-17,"Sichuan","China",495,3,156
2020-02-17,"South Australia","Australia",2,0,2
2020-02-17,"Taiwan","Taiwan",22,1,2
2020-02-17,"Tempe, AZ","US",1,0,0
2020-02-17,"Tianjin","China",125,3,46
2020-02-17,"Tibet","China",1,0,1
2020-02-17,"Toronto, ON","Canada",2,0,0
2020-02-17,"Victoria","Australia",4,0,4
2020-02-17,"Xinjiang","China",75,1,12
2020-02-17,"Yunnan","China",171,0,47
2020-02-17,"Zhejiang","China",1171,0,507
2020-02-18,"","Belgium",1,0,1
2020-02-18,"","Cambodia",1,0,1
2020-02-18,"","Egypt",1,0,0
2020-02-18,"","Finland",1,0,1
2020-02-18,"","France",12,1,4
2020-02-18,"","Germany",16,0,12
2020-02-18,"","India",3,0,3
2020-02-18,"","Italy",3,0,0
2020-02-18,"","Japan",74,1,13
2020-02-18,"","Korea, South",31,0,12
2020-02-18,"","Malaysia",22,0,13
2020-02-18,"","Nepal",1,0,1
2020-02-18,"","Philippines",3,1,1
2020-02-18,"","Russia",2,0,2
2020-02-18,"","Singapore",81,0,29
2020-02-18,"","Spain",2,0,2
2020-02-18,"","Sri Lanka",1,0,1
2020-02-18,"","Sweden",1,0,0
2020-02-18,"","Thailand",35,0,15
2020-02-18,"","United Arab Emirates",9,0,4
2020-02-18,"","United Kingdom",9,0,8
2020-02-18,"","Vietnam",16,0,7
2020-02-18,"Anhui","China",982,6,361
2020-02-18,"Beijing","China",387,4,122
2020-02-18,"Boston, MA","US",1,0,0
2020-02-18,"British Columbia","Canada",5,0,0
2020-02-18,"Chicago, IL","US",2,0,2
2020-02-18,"Chongqing","China",555,5,254
2020-02-18,"Diamond Princess cruise ship","Others",542,0,0
2020-02-18,"Fujian","China",292,0,93
2020-02-18,"Gansu","China",91,2,62
2020-02-18,"Guangdong","China",1328,4,565
2020-02-18,"Guangxi","China",242,2,69
2020-02-18,"Guizhou","China",146,2,66
2020-02-18,"Hainan","China",163,4,79
2020-02-18,"Hebei","China",306,4,136
2020-02-18,"Heilongjiang","China",464,11,111
2020-02-18,"Henan","China",1257,19,522
2020-02-18,"Hong Kong","Hong Kong",62,1,2
2020-02-18,"Hubei","China",61682,1921,9128
2020-02-18,"Hunan","China",1007,4,527
2020-02-18,"Inner Mongolia","China",73,0,8
2020-02-18,"Jiangsu","China",629,0,280
2020-02-18,"Jiangxi","China",933,1,310
2020-02-18,"Jilin","China",89,1,36
2020-02-18,"Liaoning","China",121,1,53
2020-02-18,"London, ON","Canada",1,0,1
2020-02-18,"Los Angeles, CA","US",1,0,0
2020-02-18,"Macau","Macau",10,0,5
2020-02-18,"Madison, WI","US",1,0,0
2020-02-18,"New South Wales","Australia",4,0,4
2020-02-18,"Ningxia","China",70,0,42
2020-02-18,"Orange, CA","US",1,0,0
2020-02-18,"Qinghai","China",18,0,15
2020-02-18,"Queensland","Australia",5,0,0
2020-02-18,"San Antonio, TX","US",1,0,0
2020-02-18,"San Benito, CA","US",2,0,0
2020-02-18,"San Diego County, CA","US",2,0,0
2020-02-18,"Santa Clara, CA","US",2,0,0
2020-02-18,"Seattle, WA","US",1,0,1
2020-02-18,"Shaanxi","China",240,0,89
2020-02-18,"Shandong","China",543,3,211
2020-02-18,"Shanghai","China",333,1,177
2020-02-18,"Shanxi","China",131,0,61
2020-02-18,"Sichuan","China",508,3,169
2020-02-18,"South Australia","Australia",2,0,2
2020-02-18,"Taiwan","Taiwan",22,1,2
2020-02-18,"Tempe, AZ","US",1,0,0
2020-02-18,"Tianjin","China",128,3,48
2020-02-18,"Tibet","China",1,0,1
2020-02-18,"Toronto, ON","Canada",2,0,0
2020-02-18,"Victoria","Australia",4,0,4
2020-02-18,"Xinjiang","China",76,1,12
2020-02-18,"Yunnan","China",172,0,57
2020-02-18,"Zhejiang","China",1172,0,535
2020-02-19,"","Belgium",1,0,1
2020-02-19,"","Cambodia",1,0,1
2020-02-19,"","Egypt",1,0,0
2020-02-19,"","Finland",1,0,1
2020-02-19,"","France",12,1,4
2020-02-19,"","Germany",16,0,12
2020-02-19,"","India",3,0,3
2020-02-19,"","Iran",2,2,0
2020-02-19,"","Italy",3,0,0
2020-02-19,"","Japan",84,1,18
2020-02-19,"","Korea, South",31,0,12
2020-02-19,"","Malaysia",22,0,15
2020-02-19,"","Nepal",1,0,1
2020-02-19,"","Philippines",3,1,1
2020-02-19,"","Russia",2,0,2
2020-02-19,"","Singapore",84,0,34
2020-02-19,"","Spain",2,0,2
2020-02-19,"","Sri Lanka",1,0,1
2020-02-19,"","Sweden",1,0,0
2020-02-19,"","Thailand",35,0,15
2020-02-19,"","United Arab Emirates",9,0,4
2020-02-19,"","United Kingdom",9,0,8
2020-02-19,"","Vietnam",16,0,7
2020-02-19,"Anhui","China",986,6,413
2020-02-19,"Beijing","China",393,4,145
2020-02-19,"Boston, MA","US",1,0,0
2020-02-19,"British Columbia","Canada",5,0,0
2020-02-19,"Chicago, IL","US",2,0,2
2020-02-19,"Chongqing","China",560,5,274
2020-02-19,"Diamond Princess cruise ship","Others",621,0,1
2020-02-19,"Fujian","China",293,0,112
2020-02-19,"Gansu","China",91,2,65
2020-02-19,"Guangdong","China",1331,5,606
2020-02-19,"Guangxi","China",244,2,86
2020-02-19,"Guizhou","China",146,2,70
2020-02-19,"Hainan","China",168,4,84
2020-02-19,"Hebei","China",306,4,152
2020-02-19,"Heilongjiang","China",470,12,120
2020-02-19,"Henan","China",1262,19,573
2020-02-19,"Hong Kong","Hong Kong",63,2,5
2020-02-19,"Hubei","China",62031,2029,10337
2020-02-19,"Hunan","China",1008,4,561
2020-02-19,"Inner Mongolia","China",75,0,10
2020-02-19,"Jiangsu","China",631,0,318
2020-02-19,"Jiangxi","China",934,1,362
2020-02-19,"Jilin","China",90,1,37
2020-02-19,"Liaoning","China",121,1,55
2020-02-19,"London, ON","Canada",1,0,1
2020-02-19,"Los Angeles, CA","US",1,0,0
2020-02-19,"Macau","Macau",10,0,5
2020-02-19,"Madison, WI","US",1,0,0
2020-02-19,"New South Wales","Australia",4,0,4
2020-02-19,"Ningxia","China",71,0,42
2020-02-19,"Orange, CA","US",1,0,0
2020-02-19,"Qinghai","China",18,0,16
2020-02-19,"Queensland","Australia",5,0,0
2020-02-19,"San Antonio, TX","US",1,0,0
2020-02-19,"San Benito, CA","US",2,0,0
2020-02-19,"San Diego County, CA","US",2,0,0
2020-02-19,"Santa Clara, CA","US",2,0,0
2020-02-19,"Seattle, WA","US",1,0,1
2020-02-19,"Shaanxi","China",242,0,102
2020-02-19,"Shandong","China",544,3,231
2020-02-19,"Shanghai","China",333,2,186
2020-02-19,"Shanxi","China",131,0,68
2020-02-19,"Sichuan","China",514,3,188
2020-02-19,"South Australia","Australia",2,0,2
2020-02-19,"Taiwan","Taiwan",23,1,2
2020-02-19,"Tempe, AZ","US",1,0,0
2020-02-19,"Tianjin","China",130,3,54
2020-02-19,"Tibet","China",1,0,1
2020-02-19,"Toronto, ON","Canada",2,0,0
2020-02-19,"Victoria","Australia",4,0,4
2020-02-19,"Xinjiang","China",76,1,20
2020-02-19,"Yunnan","China",172,1,60
2020-02-19,"Zhejiang","China",1174,0,604
2020-02-20,"","Belgium",1,0,1
2020-02-20,"","Cambodia",1,0,1
2020-02-20,"","Egypt",1,0,0
2020-02-20,"","Finland",1,0,1
2020-02-20,"","France",12,1,4
2020-02-20,"","Germany",16,0,12
2020-02-20,"","India",3,0,3
2020-02-20,"","Iran",5,2,0
2020-02-20,"","Italy",3,0,0
2020-02-20,"","Japan",94,1,18
2020-02-20,"","Korea, South",104,1,16
2020-02-20,"","Malaysia",22,0,15
2020-02-20,"","Nepal",1,0,1
2020-02-20,"","Philippines",3,1,1
2020-02-20,"","Russia",2,0,2
2020-02-20,"","Singapore",84,0,34
2020-02-20,"","Spain",2,0,2
2020-02-20,"","Sri Lanka",1,0,1
2020-02-20,"","Sweden",1,0,0
2020-02-20,"","Thailand",35,0,15
2020-02-20,"","United Arab Emirates",9,0,4
2020-02-20,"","United Kingdom",9,0,8
2020-02-20,"","Vietnam",16,0,7
2020-02-20,"Anhui","China",987,6,474
2020-02-20,"Beijing","China",395,4,153
2020-02-20,"Boston, MA","US",1,0,0
2020-02-20,"British Columbia","Canada",5,0,0
2020-02-20,"Chicago, IL","US",2,0,2
2020-02-20,"Chongqing","China",567,6,299
2020-02-20,"Diamond Princess cruise ship","Others",634,2,1
2020-02-20,"Fujian","China",293,1,126
2020-02-20,"Gansu","China",91,2,71
2020-02-20,"Guangdong","China",1332,5,642
2020-02-20,"Guangxi","China",245,2,90
2020-02-20,"Guizhou","China",146,2,72
2020-02-20,"Hainan","China",168,4,86
2020-02-20,"Hebei","China",307,5,169
2020-02-20,"Heilongjiang","China",476,12,136
2020-02-20,"Henan","China",1265,19,637
2020-02-20,"Hong Kong","Hong Kong",68,2,6
2020-02-20,"Hubei","China",62442,2144,11788
2020-02-20,"Hunan","China",1010,4,634
2020-02-20,"Inner Mongolia","China",75,0,16
2020-02-20,"Jiangsu","China",631,0,356
2020-02-20,"Jiangxi","China",934,1,433
2020-02-20,"Jilin","China",91,1,43
2020-02-20,"Liaoning","China",121,1,59
2020-02-20,"London, ON","Canada",1,0,1
2020-02-20,"Los Angeles, CA","US",1,0,0
2020-02-20,"Macau","Macau",10,0,6
2020-02-20,"Madison, WI","US",1,0,0
2020-02-20,"New South Wales","Australia",4,0,4
2020-02-20,"Ningxia","China",71,0,44
2020-02-20,"Orange, CA","US",1,0,0
2020-02-20,"Qinghai","China",18,0,16
2020-02-20,"Queensland","Australia",5,0,0
2020-02-20,"San Antonio, TX","US",1,0,0
2020-02-20,"San Benito, CA","US",2,0,0
2020-02-20,"San Diego County, CA","US",2,0,0
2020-02-20,"Santa Clara, CA","US",2,0,0
2020-02-20,"Seattle, WA","US",1,0,1
2020-02-20,"Shaanxi","China",245,1,118
2020-02-20,"Shandong","China",546,4,254
2020-02-20,"Shanghai","China",334,2,199
2020-02-20,"Shanxi","China",132,0,76
2020-02-20,"Sichuan","China",520,3,217
2020-02-20,"South Australia","Australia",2,0,2
2020-02-20,"Taiwan","Taiwan",24,1,2
2020-02-20,"Tempe, AZ","US",1,0,0
2020-02-20,"Tianjin","China",131,3,59
2020-02-20,"Tibet","China",1,0,1
2020-02-20,"Toronto, ON","Canada",2,0,0
2020-02-20,"Victoria","Australia",4,0,4
2020-02-20,"Xinjiang","China",76,1,22
2020-02-20,"Yunnan","China",174,2,79
2020-02-20,"Zhejiang","China",1175,1,633
2020-02-21,"","Belgium",1,0,1
2020-02-21,"","Cambodia",1,0,1
2020-02-21,"","Egypt",1,0,0
2020-02-21,"","Finland",1,0,1
2020-02-21,"","France",12,1,4
2020-02-21,"","Germany",16,0,14
2020-02-21,"","India",3,0,3
2020-02-21,"","Iran",18,4,0
2020-02-21,"","Italy",20,1,0
2020-02-21,"","Japan",105,1,22
2020-02-21,"","Korea, South",204,2,16
2020-02-21,"","Malaysia",22,0,15
2020-02-21,"","Nepal",1,0,1
2020-02-21,"","Philippines",3,1,1
2020-02-21,"","Russia",2,0,2
2020-02-21,"","Singapore",85,0,37
2020-02-21,"","Spain",2,0,2
2020-02-21,"","Sri Lanka",1,0,1
2020-02-21,"","Sweden",1,0,0
2020-02-21,"","Thailand",35,0,17
2020-02-21,"","United Arab Emirates",9,0,4
2020-02-21,"","United Kingdom",9,0,8
2020-02-21,"","Vietnam",16,0,14
2020-02-21,"Anhui","China",988,6,539
2020-02-21,"Ashland, NE","US",11,0,0
2020-02-21,"Beijing","China",396,4,169
2020-02-21,"Boston, MA","US",1,0,0
2020-02-21,"British Columbia","Canada",6,0,0
2020-02-21,"Chicago, IL","US",2,0,2
2020-02-21,"Chongqing","China",572,6,316
2020-02-21,"Diamond Princess cruise ship","Others",634,2,1
2020-02-21,"From Diamond Princess","Australia",4,0,0
2020-02-21,"From Diamond Princess","Israel",1,0,0
2020-02-21,"Fujian","China",293,1,149
2020-02-21,"Gansu","China",91,2,76
2020-02-21,"Guangdong","China",1333,5,690
2020-02-21,"Guangxi","China",246,2,97
2020-02-21,"Guizhou","China",146,2,77
2020-02-21,"Hainan","China",168,4,95
2020-02-21,"Hebei","China",308,5,184
2020-02-21,"Heilongjiang","China",479,12,175
2020-02-21,"Henan","China",1267,19,736
2020-02-21,"Hong Kong","Hong Kong",68,2,5
2020-02-21,"Hubei","China",62662,2144,11881
2020-02-21,"Humboldt County, CA","US",1,0,0
2020-02-21,"Hunan","China",1011,4,661
2020-02-21,"Inner Mongolia","China",75,0,17
2020-02-21,"Jiangsu","China",631,0,373
2020-02-21,"Jiangxi","China",934,1,489
2020-02-21,"Jilin","China",91,1,45
2020-02-21,"Lackland, TX","US",2,0,0
2020-02-21,"Liaoning","China",121,1,61
2020-02-21,"London, ON","Canada",1,0,1
2020-02-21,"Los Angeles, CA","US",1,0,0
2020-02-21,"Macau","Macau",10,0,6
2020-02-21,"Madison, WI","US",1,0,0
2020-02-21,"New South Wales","Australia",4,0,4
2020-02-21,"Ningxia","China",71,0,48
2020-02-21,"None","Lebanon",1,0,0
2020-02-21,"Orange, CA","US",1,0,0
2020-02-21,"Qinghai","China",18,0,18
2020-02-21,"Queensland","Australia",5,0,1
2020-02-21,"Sacramento County, CA","US",1,0,0
2020-02-21,"San Antonio, TX","US",1,0,0
2020-02-21,"San Benito, CA","US",2,0,0
2020-02-21,"San Diego County, CA","US",2,0,1
2020-02-21,"Santa Clara, CA","US",2,0,1
2020-02-21,"Seattle, WA","US",1,0,1
2020-02-21,"Shaanxi","China",245,1,134
2020-02-21,"Shandong","China",749,4,281
2020-02-21,"Shanghai","China",334,2,211
2020-02-21,"Shanxi","China",132,0,78
2020-02-21,"Sichuan","China",525,3,231
2020-02-21,"South Australia","Australia",2,0,2
2020-02-21,"Taiwan","Taiwan",26,1,2
2020-02-21,"Tempe, AZ","US",1,0,0
2020-02-21,"Tianjin","China",132,3,62
2020-02-21,"Tibet","China",1,0,1
2020-02-21,"Toronto, ON","Canada",2,0,2
2020-02-21,"Travis, CA","US",5,0,0
2020-02-21,"Victoria","Australia",4,0,4
2020-02-21,"Xinjiang","China",76,1,24
2020-02-21,"Yunnan","China",174,2,96
2020-02-21,"Zhejiang","China",1203,1,679
2020-02-22,"","Belgium",1,0,1
2020-02-22,"","Cambodia",1,0,1
2020-02-22,"","Egypt",1,0,0
2020-02-22,"","Finland",1,0,1
2020-02-22,"","France",12,1,4
2020-02-22,"","Germany",16,0,14
2020-02-22,"","India",3,0,3
2020-02-22,"","Iran",28,5,0
2020-02-22,"","Italy",62,2,1
2020-02-22,"","Japan",122,1,22
2020-02-22,"","Korea, South",433,2,16
2020-02-22,"","Lebanon",1,0,0
2020-02-22,"","Malaysia",22,0,15
2020-02-22,"","Nepal",1,0,1
2020-02-22,"","Philippines",3,1,1
2020-02-22,"","Russia",2,0,2
2020-02-22,"","Singapore",85,0,37
2020-02-22,"","Spain",2,0,2
2020-02-22,"","Sri Lanka",1,0,1
2020-02-22,"","Sweden",1,0,0
2020-02-22,"","Thailand",35,0,17
2020-02-22,"","United Arab Emirates",13,0,4
2020-02-22,"","United Kingdom",9,0,8
2020-02-22,"","Vietnam",16,0,14
2020-02-22,"Anhui","China",989,6,597
2020-02-22,"Beijing","China",399,4,178
2020-02-22,"Boston, MA","US",1,0,0
2020-02-22,"British Columbia","Canada",6,0,0
2020-02-22,"Chicago, IL","US",2,0,2
2020-02-22,"Chongqing","China",573,6,328
2020-02-22,"Diamond Princess cruise ship","Others",634,2,1
2020-02-22,"From Diamond Princess","Australia",7,0,0
2020-02-22,"From Diamond Princess","Israel",1,0,0
2020-02-22,"Fujian","China",293,1,162
2020-02-22,"Gansu","China",91,2,76
2020-02-22,"Guangdong","China",1339,5,728
2020-02-22,"Guangxi","China",249,2,104
2020-02-22,"Guizhou","China",146,2,90
2020-02-22,"Hainan","China",168,4,104
2020-02-22,"Hebei","China",309,6,203
2020-02-22,"Heilongjiang","China",479,12,204
2020-02-22,"Henan","China",1270,19,830
2020-02-22,"Hong Kong","Hong Kong",69,2,6
2020-02-22,"Hubei","China",64084,2346,15299
2020-02-22,"Humboldt County, CA","US",1,0,0
2020-02-22,"Hunan","China",1013,4,692
2020-02-22,"Inner Mongolia","China",75,0,26
2020-02-22,"Jiangsu","China",631,0,401
2020-02-22,"Jiangxi","China",934,1,555
2020-02-22,"Jilin","China",91,1,52
2020-02-22,"Lackland, TX (From Diamond Princess)","US",2,0,0
2020-02-22,"Liaoning","China",121,1,66
2020-02-22,"London, ON","Canada",1,0,1
2020-02-22,"Los Angeles, CA","US",1,0,0
2020-02-22,"Macau","Macau",10,0,6
2020-02-22,"Madison, WI","US",1,0,0
2020-02-22,"New South Wales","Australia",4,0,4
2020-02-22,"Ningxia","China",71,0,48
2020-02-22,"Omaha, NE (From Diamond Princess)","US",11,0,0
2020-02-22,"Orange, CA","US",1,0,0
2020-02-22,"Qinghai","China",18,0,18
2020-02-22,"Queensland","Australia",5,0,1
2020-02-22,"Sacramento County, CA","US",1,0,0
2020-02-22,"San Antonio, TX","US",1,0,0
2020-02-22,"San Benito, CA","US",2,0,0
2020-02-22,"San Diego County, CA","US",2,0,1
2020-02-22,"Santa Clara, CA","US",2,0,1
2020-02-22,"Seattle, WA","US",1,0,1
2020-02-22,"Shaanxi","China",245,1,149
2020-02-22,"Shandong","China",750,4,302
2020-02-22,"Shanghai","China",335,3,227
2020-02-22,"Shanxi","China",132,0,81
2020-02-22,"Sichuan","China",526,3,250
2020-02-22,"South Australia","Australia",2,0,2
2020-02-22,"Taiwan","Taiwan",26,1,2
2020-02-22,"Tempe, AZ","US",1,0,0
2020-02-22,"Tianjin","China",135,3,65
2020-02-22,"Tibet","China",1,0,1
2020-02-22,"Toronto, ON","Canada",2,0,2
2020-02-22,"Travis, CA (From Diamond Princess)","US",5,0,0
2020-02-22,"Victoria","Australia",4,0,4
2020-02-22,"Xinjiang","China",76,2,25
2020-02-22,"Yunnan","China",174,2,107
2020-02-22,"Zhejiang","China",1205,1,719
2020-02-23,"","Belgium",1,0,1
2020-02-23,"","Cambodia",1,0,1
2020-02-23,"","Egypt",1,0,0
2020-02-23,"","Finland",1,0,1
2020-02-23,"","France",12,1,4
2020-02-23,"","Germany",16,0,14
2020-02-23,"","India",3,0,3
